O00159-3	R-HSA-5250924	B-WICH complex positively regulates rRNA expression
O95342	R-HSA-159418	Recycling of bile acids and salts
O95342	R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
O95342	R-HSA-5678520	Defective ABCB11 causes PFIC2 and BRIC2
O95347	R-HSA-2299718	Condensation of Prophase Chromosomes
O95347	R-HSA-2514853	Condensation of Prometaphase Chromosomes
O95352	R-HSA-1632852	Macroautophagy
O95352	R-HSA-6798695	Neutrophil degranulation
O95352	R-HSA-6802952	Signaling by BRAF and RAF1 fusions
O95352	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
O95363	R-HSA-379726	Mitochondrial tRNA aminoacylation
O95371	R-HSA-381753	Olfactory Signaling Pathway
O95371	R-HSA-9752946	Expression and translocation of olfactory receptors
O95372	R-HSA-373760	L1CAM interactions
O95376	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
O95377	R-HSA-190861	Gap junction assembly
O95379	R-HSA-1483255	PI Metabolism
O95391	R-HSA-159236	Transport of Mature mRNA derived from an Intron-Containing Transcript
O95391	R-HSA-72163	mRNA Splicing - Major Pathway
O95391	R-HSA-72187	mRNA 3'-end processing
O95391	R-HSA-73856	RNA Polymerase II Transcription Termination
O95393	R-HSA-201451	Signaling by BMP
O95393	R-HSA-2129379	Molecules associated with elastic fibres
O95394	R-HSA-446210	Synthesis of UDP-N-acetyl-glucosamine
O95395	R-HSA-913709	O-linked glycosylation of mucins
O95396	R-HSA-947581	Molybdenum cofactor biosynthesis
O95398	R-HSA-354192	Integrin signaling
O95398	R-HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
O95398	R-HSA-392517	Rap1 signalling
O95398	R-HSA-422356	Regulation of insulin secretion
O95399	R-HSA-375276	Peptide ligand-binding receptors
O95399	R-HSA-416476	G alpha (q) signalling events
O95402	R-HSA-1989781	PPARA activates gene expression
O95402	R-HSA-212436	Generic Transcription Pathway
O95402	R-HSA-381340	Transcriptional regulation of white adipocyte differentiation
O95402	R-HSA-9833110	RSV-host interactions
O95406	R-HSA-204005	COPII-mediated vesicle transport
O95406	R-HSA-5694530	Cargo concentration in the ER
O95407	R-HSA-5669034	TNFs bind their physiological receptors
O95409	R-HSA-9823739	Formation of the anterior neural plate
O95415	R-HSA-6798695	Neutrophil degranulation
O95427	R-HSA-162710	Synthesis of glycosylphosphatidylinositol (GPI)
O95429	R-HSA-3371453	Regulation of HSF1-mediated heat shock response
O95429	R-HSA-5655302	Signaling by FGFR1 in disease
O95429	R-HSA-75893	TNF signaling
O95429	R-HSA-8853336	Signaling by plasma membrane FGFR1 fusions
O95436	R-HSA-427589	Type II Na+/Pi cotransporters
O95436	R-HSA-5619045	Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)
O95436	R-HSA-5683826	Surfactant metabolism
O95436	R-HSA-5687583	Defective SLC34A2 causes PALM
O95445	R-HSA-975634	Retinoid metabolism and transport
O95450	R-HSA-1650814	Collagen biosynthesis and modifying enzymes
O95450	R-HSA-5083635	Defective B3GALTL causes PpS
O95450	R-HSA-5173214	O-glycosylation of TSR domain-containing proteins
O95452	R-HSA-190861	Gap junction assembly
O95453	R-HSA-380994	ATF4 activates genes in response to endoplasmic reticulum  stress
O95453	R-HSA-429947	Deadenylation of mRNA
O95453	R-HSA-450604	KSRP (KHSRP) binds and destabilizes mRNA
O95456	R-HSA-9907900	Proteasome assembly
O95460	R-HSA-3000178	ECM proteoglycans
O95461	R-HSA-5083627	Defective LARGE causes MDDGA6 and MDDGB6
O95461	R-HSA-5173105	O-linked glycosylation
O95466	R-HSA-5663220	RHO GTPases Activate Formins
O95466	R-HSA-9013148	CDC42 GTPase cycle
O95466	R-HSA-9013149	RAC1 GTPase cycle
O95470	R-HSA-9845614	Sphingolipid catabolism
O95471	R-HSA-420029	Tight junction interactions
O95476	R-HSA-4419969	Depolymerization of the Nuclear Lamina
O95477	R-HSA-1989781	PPARA activates gene expression
O95477	R-HSA-5682113	Defective ABCA1 causes TGD
O95477	R-HSA-8963896	HDL assembly
O95477	R-HSA-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux
O95484	R-HSA-420029	Tight junction interactions
O95486	R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)
O95486	R-HSA-204005	COPII-mediated vesicle transport
O95486	R-HSA-2132295	MHC class II antigen presentation
O95486	R-HSA-5694530	Cargo concentration in the ER
O95486	R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses
O95486	R-HSA-983170	Antigen Presentation: Folding, assembly and peptide loading of class I MHC
O95487	R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)
O95487	R-HSA-204005	COPII-mediated vesicle transport
O95487	R-HSA-2132295	MHC class II antigen presentation
O95487	R-HSA-5694530	Cargo concentration in the ER
O95487	R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses
O95487	R-HSA-983170	Antigen Presentation: Folding, assembly and peptide loading of class I MHC
O95497	R-HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins
O95497	R-HSA-199220	Vitamin B5 (pantothenate) metabolism
O95497	R-HSA-6798695	Neutrophil degranulation
O95498	R-HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins
O95498	R-HSA-199220	Vitamin B5 (pantothenate) metabolism
O95500	R-HSA-420029	Tight junction interactions
O95503	R-HSA-2559580	Oxidative Stress Induced Senescence
O95503	R-HSA-8939243	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known
O95503	R-HSA-8943724	Regulation of PTEN gene transcription
O95528	R-HSA-189200	Cellular hexose transport
O95528	R-HSA-5619068	Defective SLC2A10 causes arterial tortuosity syndrome (ATS)
O95544	R-HSA-196807	Nicotinate metabolism
O95551	R-HSA-5693571	Nonhomologous End-Joining (NHEJ)
O95563	R-HSA-70268	Pyruvate metabolism
O95571	R-HSA-1614517	Sulfide oxidation to sulfate
O95573	R-HSA-434313	Intracellular metabolism of fatty acids regulates insulin secretion
O95573	R-HSA-75876	Synthesis of very long-chain fatty acyl-CoAs
O95602	R-HSA-427413	NoRC negatively regulates rRNA expression
O95602	R-HSA-5250924	B-WICH complex positively regulates rRNA expression
O95602	R-HSA-73762	RNA Polymerase I Transcription Initiation
O95602	R-HSA-73772	RNA Polymerase I Promoter Escape
O95602	R-HSA-73863	RNA Polymerase I Transcription Termination
O95613	R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition
O95613	R-HSA-380259	Loss of Nlp from mitotic centrosomes
O95613	R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes
O95613	R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome
O95613	R-HSA-380320	Recruitment of NuMA to mitotic centrosomes
O95613	R-HSA-5620912	Anchoring of the basal body to the plasma membrane
O95613	R-HSA-8854518	AURKA Activation by TPX2
O95613	R-HSA-9613829	Chaperone Mediated Autophagy
O95613	R-HSA-9615710	Late endosomal microautophagy
O95613	R-HSA-9646399	Aggrephagy
O95619	R-HSA-3214847	HATs acetylate histones
O95619	R-HSA-8866907	Activation of the TFAP2 (AP-2) family of transcription factors
O95622	R-HSA-163359	Glucagon signaling in metabolic regulation
O95622	R-HSA-163615	PKA activation
O95622	R-HSA-164378	PKA activation in glucagon signalling
O95622	R-HSA-170660	Adenylate cyclase activating pathway
O95622	R-HSA-170670	Adenylate cyclase inhibitory pathway
O95622	R-HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
O95622	R-HSA-400042	Adrenaline,noradrenaline inhibits insulin secretion
O95622	R-HSA-418555	G alpha (s) signalling events
O95622	R-HSA-418594	G alpha (i) signalling events
O95622	R-HSA-418597	G alpha (z) signalling events
O95622	R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins
O95622	R-HSA-5610787	Hedgehog 'off' state
O95622	R-HSA-9634597	GPER1 signaling
O95622	R-HSA-9660821	ADORA2B mediated anti-inflammatory cytokines production
O95622	R-HSA-9664323	FCGR3A-mediated IL10 synthesis
O95622	R-HSA-9856530	High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells
O95628	R-HSA-429947	Deadenylation of mRNA
O95628	R-HSA-6804115	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain
O95628	R-HSA-9820841	M-decay: degradation of maternal mRNAs by maternally stored factors
O95630	R-HSA-5689901	Metalloprotease DUBs
O95631	R-HSA-373752	Netrin-1 signaling
O95631	R-HSA-376172	DSCAM interactions
O95631	R-HSA-418885	DCC mediated attractive signaling
O95631	R-HSA-418886	Netrin mediated repulsion signals
O95631	R-HSA-418890	Role of second messengers in netrin-1 signaling
O95631	R-HSA-428542	Regulation of commissural axon pathfinding by SLIT and ROBO
O95633	R-HSA-2473224	Antagonism of Activin by Follistatin
O95633	R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
O95633	R-HSA-8957275	Post-translational protein phosphorylation
O95639	R-HSA-159231	Transport of Mature mRNA Derived from an Intronless Transcript
O95639	R-HSA-168315	Inhibition of Host mRNA Processing and RNA Silencing
O95639	R-HSA-6784531	tRNA processing in the nucleus
O95639	R-HSA-72187	mRNA 3'-end processing
O95639	R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA
O95639	R-HSA-73856	RNA Polymerase II Transcription Termination
O95639	R-HSA-77595	Processing of Intronless Pre-mRNAs
O95644	R-HSA-2025928	Calcineurin activates NFAT
O95644	R-HSA-2871809	FCERI mediated Ca+2 mobilization
O95644	R-HSA-4086398	Ca2+ pathway
O95644	R-HSA-5607763	CLEC7A (Dectin-1) induces NFAT activation
O95665	R-HSA-375276	Peptide ligand-binding receptors
O95665	R-HSA-416476	G alpha (q) signalling events
O95670	R-HSA-1222556	ROS and RNS production in phagocytes
O95670	R-HSA-77387	Insulin receptor recycling
O95670	R-HSA-917977	Transferrin endocytosis and recycling
O95670	R-HSA-9639288	Amino acids regulate mTORC1
O95670	R-HSA-983712	Ion channel transport
O95674	R-HSA-1483148	Synthesis of PG
O95677	R-HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
O95678	R-HSA-6805567	Keratinization
O95678	R-HSA-6809371	Formation of the cornified envelope
O95684	R-HSA-1839117	Signaling by cytosolic FGFR1 fusion mutants
O95684	R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition
O95684	R-HSA-380259	Loss of Nlp from mitotic centrosomes
O95684	R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes
O95684	R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome
O95684	R-HSA-380320	Recruitment of NuMA to mitotic centrosomes
O95684	R-HSA-5620912	Anchoring of the basal body to the plasma membrane
O95684	R-HSA-5655302	Signaling by FGFR1 in disease
O95684	R-HSA-8854518	AURKA Activation by TPX2
O95696	R-HSA-3214847	HATs acetylate histones
O95696	R-HSA-6804758	Regulation of TP53 Activity through Acetylation
O95707	R-HSA-6784531	tRNA processing in the nucleus
O95711	R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade
O95714	R-HSA-3108214	SUMOylation of DNA damage response and repair proteins
O95714	R-HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
O95714	R-HSA-5693571	Nonhomologous End-Joining (NHEJ)
O95714	R-HSA-5693607	Processing of DNA double-strand break ends
O95714	R-HSA-69473	G2/M DNA damage checkpoint
O95714	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
O95716	R-HSA-6798695	Neutrophil degranulation
O95716	R-HSA-8873719	RAB geranylgeranylation
O95718	R-HSA-383280	Nuclear Receptor transcription pathway
O95721	R-HSA-6798695	Neutrophil degranulation
O95721	R-HSA-6811438	Intra-Golgi traffic
O95727	R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
O95741	R-HSA-1483206	Glycerophospholipid biosynthesis
O95749	R-HSA-191273	Cholesterol biosynthesis
O95749	R-HSA-2426168	Activation of gene expression by SREBF (SREBP)
O95750	R-HSA-109704	PI3K Cascade
O95750	R-HSA-1257604	PIP3 activates AKT signaling
O95750	R-HSA-1307965	betaKlotho-mediated ligand binding
O95750	R-HSA-190322	FGFR4 ligand binding and activation
O95750	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer
O95750	R-HSA-5654228	Phospholipase C-mediated cascade; FGFR4
O95750	R-HSA-5654712	FRS-mediated FGFR4 signaling
O95750	R-HSA-5654719	SHC-mediated cascade:FGFR4
O95750	R-HSA-5654720	PI-3K cascade:FGFR4
O95750	R-HSA-5654733	Negative regulation of FGFR4 signaling
O95750	R-HSA-5673001	RAF/MAP kinase cascade
O95750	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
O95754	R-HSA-9696264	RND3 GTPase cycle
O95755	R-HSA-6811438	Intra-Golgi traffic
O95755	R-HSA-8873719	RAB geranylgeranylation
O95757	R-HSA-3371453	Regulation of HSF1-mediated heat shock response
O95760	R-HSA-1257604	PIP3 activates AKT signaling
O95760	R-HSA-5689880	Ub-specific processing proteases
O95760	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
O95760	R-HSA-9014843	Interleukin-33 signaling
O95772	R-HSA-196108	Pregnenolone biosynthesis
O95777	R-HSA-72163	mRNA Splicing - Major Pathway
O95780	R-HSA-212436	Generic Transcription Pathway
O95782	R-HSA-167590	Nef Mediated CD4 Down-regulation
O95782	R-HSA-177504	Retrograde neurotrophin signalling
O95782	R-HSA-182218	Nef Mediated CD8 Down-regulation
O95782	R-HSA-2132295	MHC class II antigen presentation
O95782	R-HSA-3928665	EPH-ephrin mediated repulsion of cells
O95782	R-HSA-416993	Trafficking of GluR2-containing AMPA receptors
O95782	R-HSA-437239	Recycling pathway of L1
O95782	R-HSA-5099900	WNT5A-dependent internalization of FZD4
O95782	R-HSA-5140745	WNT5A-dependent internalization of FZD2, FZD5 and ROR2
O95782	R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis
O95782	R-HSA-8856828	Clathrin-mediated endocytosis
O95782	R-HSA-8866427	VLDLR internalisation and degradation
O95782	R-HSA-8964038	LDL clearance
O95782	R-HSA-9679191	Potential therapeutics for SARS
O95786	R-HSA-1169408	ISG15 antiviral mechanism
O95786	R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta
O95786	R-HSA-5689880	Ub-specific processing proteases
O95786	R-HSA-5689896	Ovarian tumor domain proteases
O95786	R-HSA-8983711	OAS antiviral response
O95786	R-HSA-918233	TRAF3-dependent IRF activation pathway
O95786	R-HSA-933541	TRAF6 mediated IRF7 activation
O95786	R-HSA-933542	TRAF6 mediated NF-kB activation
O95786	R-HSA-933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10
O95786	R-HSA-936440	Negative regulators of DDX58/IFIH1 signaling
O95786	R-HSA-9692916	SARS-CoV-1 activates/modulates innate immune responses
O95786	R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses
O95786	R-HSA-9833109	Evasion by RSV of host interferon responses
O95786	R-HSA-9833110	RSV-host interactions
O95786	R-HSA-9909505	Modulation of host responses by IFN-stimulated genes
O95803	R-HSA-2022928	HS-GAG biosynthesis
O95813	R-HSA-1181150	Signaling by NODAL
O95813	R-HSA-1433617	Regulation of signaling by NODAL
O95813	R-HSA-201451	Signaling by BMP
O95813	R-HSA-9937080	Developmental Lineage of Multipotent Pancreatic Progenitor Cells
O95816	R-HSA-3371453	Regulation of HSF1-mediated heat shock response
O95817	R-HSA-3371453	Regulation of HSF1-mediated heat shock response
O95819	R-HSA-2559580	Oxidative Stress Induced Senescence
O95832	R-HSA-420029	Tight junction interactions
O95835	R-HSA-2028269	Signaling by Hippo
O95837	R-HSA-112043	PLC beta mediated events
O95837	R-HSA-202040	G-protein activation
O95837	R-HSA-399997	Acetylcholine regulates insulin secretion
O95837	R-HSA-416476	G alpha (q) signalling events
O95837	R-HSA-418592	ADP signalling through P2Y purinoceptor 1
O95837	R-HSA-428930	Thromboxane signalling through TP receptor
O95837	R-HSA-434316	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion
O95837	R-HSA-456926	Thrombin signalling through proteinase activated receptors (PARs)
O95837	R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding
O95838	R-HSA-418555	G alpha (s) signalling events
O95838	R-HSA-420092	Glucagon-type ligand receptors
O95843	R-HSA-2514859	Inactivation, recovery and regulation of the phototransduction cascade
O95847	R-HSA-167826	The fatty acid cycling model
O95848	R-HSA-480985	Synthesis of dolichyl-phosphate-glucose
O95858	R-HSA-977225	Amyloid fiber formation
O95861	R-HSA-156584	Cytosolic sulfonation of small molecules
O95863	R-HSA-8943724	Regulation of PTEN gene transcription
O95863	R-HSA-9758919	Epithelial-Mesenchymal Transition (EMT) during gastrulation
O95863	R-HSA-9762293	Regulation of CDH11 gene transcription
O95864	R-HSA-2046105	Linoleic acid (LA) metabolism
O95864	R-HSA-2046106	alpha-linolenic acid (ALA) metabolism
O95866	R-HSA-114604	GPVI-mediated activation cascade
O95867	R-HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins
O95868	R-HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins
O95886	R-HSA-6794361	Neurexins and neuroligins
O95907	R-HSA-210991	Basigin interactions
O95907	R-HSA-433692	Proton-coupled monocarboxylate transport
O95918	R-HSA-9752946	Expression and translocation of olfactory receptors
O95922	R-HSA-8955332	Carboxyterminal post-translational modifications of tubulin
O95925	R-HSA-6803157	Antimicrobial peptides
O95926	R-HSA-72163	mRNA Splicing - Major Pathway
O95936	R-HSA-9733709	Cardiogenesis
O95936	R-HSA-9754189	Germ layer formation at gastrulation
O95936	R-HSA-9758919	Epithelial-Mesenchymal Transition (EMT) during gastrulation
O95936	R-HSA-9823730	Formation of definitive endoderm
O95936	R-HSA-9827857	Specification of primordial germ cells
O95944	R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
O95944	R-HSA-2172127	DAP12 interactions
O95947	R-HSA-9793380	Formation of paraxial mesoderm
O95947	R-HSA-9824272	Somitogenesis
O95947	R-HSA-9832991	Formation of the posterior neural plate
O95954	R-HSA-70921	Histidine catabolism
O95965	R-HSA-8941332	RUNX2 regulates genes involved in cell migration
O95967	R-HSA-2129379	Molecules associated with elastic fibres
O95970	R-HSA-5682910	LGI-ADAM interactions
O95971	R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
O95972	R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
O95972	R-HSA-8957275	Post-translational protein phosphorylation
O95977	R-HSA-418594	G alpha (i) signalling events
O95977	R-HSA-419408	Lysosphingolipid and LPA receptors
O95980	R-HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins
O95983	R-HSA-3214815	HDACs deacetylate histones
