pathway,pathwayName
reactome:Pathway613,Inactivation of CSF3 (G-CSF) signaling
reactome:Pathway768,p130Cas linkage to MAPK signaling for integrins
reactome:Pathway2650,Sensory perception of sour taste
reactome:Pathway1882,GPCR ligand binding
reactome:Pathway2680,ARL13B-mediated ciliary trafficking of INPP5E
reactome:Pathway1516,Abortive elongation of HIV-1 transcript in the absence of Tat
reactome:Pathway2331,DCC mediated attractive signaling
reactome:Pathway965,Signaling by EGFRvIII in Cancer
reactome:Pathway926,Formation of the Editosome
reactome:Pathway1057,RAS GTPase cycle mutants
reactome:Pathway1826,Signaling by ERBB2
reactome:Pathway190,Synthesis of PIPs at the ER membrane
reactome:Pathway907,Metabolism of RNA
reactome:Pathway284,Complex IV assembly
reactome:Pathway1927,Cam-PDE 1 activation
reactome:Pathway1584,Translation of Structural Proteins
reactome:Pathway2171,Non-integrin membrane-ECM interactions
reactome:Pathway669,Leading Strand Synthesis
reactome:Pathway2227,Erythrocytes take up carbon dioxide and release oxygen
reactome:Pathway1000,Resistance of ERBB2 KD mutants to AEE788
reactome:Pathway987,Signaling by FGFR4 in disease
reactome:Pathway2441,YAP1- and WWTR1 (TAZ)-stimulated gene expression
reactome:Pathway2341,Role of ABL in ROBO-SLIT signaling
reactome:Pathway2592,Regulation of NFE2L2 gene expression
reactome:Pathway2702,Recognition of DNA damage by PCNA-containing replication complex
reactome:Pathway2284,Regulation of Apoptosis
reactome:Pathway794,"Formation of the ternary complex, and subsequently, the 43S complex"
reactome:Pathway622,Cell Cycle Checkpoints
reactome:Pathway1392,Defective ALG14 causes ALG14-CMS
reactome:Pathway1851,MET promotes cell motility
reactome:Pathway1742,FRS-mediated FGFR2 signaling
reactome:Pathway2596,NFE2L2 regulating TCA cycle genes
reactome:Pathway2706,Translesion synthesis by POLK
reactome:Pathway177,PI and PC transport between ER and Golgi membranes
reactome:Pathway2600,NFE2L2 regulating tumorigenic genes
reactome:Pathway822,Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus
reactome:Pathway59,Ca activated K+ channels
reactome:Pathway790,Mitochondrial tRNA aminoacylation
reactome:Pathway1649,Defects in Toll-like Receptor Cascades
reactome:Pathway342,Serine biosynthesis
reactome:Pathway1804,Signaling by Insulin receptor
reactome:Pathway1126,NVP-TAE684-resistant ALK mutants
reactome:Pathway2424,Cell-extracellular matrix interactions
reactome:Pathway45,Activation of RAC1 downstream of NMDARs
reactome:Pathway1602,Assembly of the SARS-CoV-2 Replication-Transcription Complex (RTC)
reactome:Pathway386,Vitamins
reactome:Pathway429,B Cell Activation
reactome:Pathway405,Conjugation of benzoate with glycine
reactome:Pathway106,HS-GAG biosynthesis
reactome:Pathway728,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase
reactome:Pathway183,Acyl chain remodelling of PI
reactome:Pathway2628,PINK1-PRKN Mediated Mitophagy
reactome:Pathway961,Diseases of signal transduction by growth factor receptors and second messengers
reactome:Pathway2215,Transport of organic anions
reactome:Pathway1616,SARS-CoV-2-host interactions
reactome:Pathway647,Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1
reactome:Pathway2644,Sensory processing of sound
reactome:Pathway1219,Defective SLC12A1 causes Bartter syndrome 1 (BS1)
reactome:Pathway1860,Signaling by ALK
reactome:Pathway1658,IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)
reactome:Pathway1555,vRNA Synthesis
reactome:Pathway896,Metabolism of Angiotensinogen to Angiotensins
reactome:Pathway2688,Depyrimidination
reactome:Pathway629,Transcriptional  activation of  cell cycle inhibitor p21
reactome:Pathway2470,Transcriptional regulation by RUNX1
reactome:Pathway1317,Defects in vitamin and cofactor metabolism
reactome:Pathway2673,Cristae formation
reactome:Pathway738,Telomere C-strand synthesis initiation
reactome:Pathway1465,Toxicity of botulinum toxin type C (botC)
reactome:Pathway1403,Defective MGAT2 causes CDG-2a
reactome:Pathway1722,Signaling by FGFR
reactome:Pathway1301,GSD Ib
reactome:Pathway1675,Disorders of Developmental Biology
reactome:Pathway973,Signaling by activated point mutants of FGFR1
reactome:Pathway2239,Chylomicron remodeling
reactome:Pathway553,Ion influx/efflux at host-pathogen interface
reactome:Pathway1151,Evasion of Oxidative Stress Induced Senescence Due to p14ARF Defects
reactome:Pathway343,Threonine catabolism
reactome:Pathway152,mitochondrial fatty acid beta-oxidation of saturated fatty acids
reactome:Pathway1791,Activated NTRK2 signals through RAS
reactome:Pathway2283,Stimulation of the cell death response by PAK-2p34
reactome:Pathway62,G protein gated Potassium channels
reactome:Pathway2052,RHOF GTPase cycle
reactome:Pathway625,p53-Dependent G1 DNA Damage Response
reactome:Pathway274,Pyruvate metabolism
reactome:Pathway18,Enzymatic degradation of dopamine by COMT
reactome:Pathway1255,Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages)
reactome:Pathway334,"BCKDH synthesizes BCAA-CoA from KIC, KMVA, KIV"
reactome:Pathway2189,Cation-coupled Chloride cotransporters
reactome:Pathway786,Metabolism of proteins
reactome:Pathway2643,"Inactivation, recovery and regulation of the phototransduction cascade"
reactome:Pathway775,Formation of Fibrin Clot (Clotting Cascade)
reactome:Pathway1211,SLC transporter disorders
reactome:Pathway266,AMPK inhibits chREBP transcriptional activation activity
reactome:Pathway2711,Reversal of alkylation damage by DNA dioxygenases
reactome:Pathway2217,Passive transport by Aquaporins
reactome:Pathway705,Mitotic Metaphase and Anaphase
reactome:Pathway147,alpha-linolenic (omega3) and linoleic (omega6) acid metabolism
reactome:Pathway1242,Defective SLC2A9 causes hypouricemia renal 2 (RHUC2)
reactome:Pathway2224,Stimuli-sensing channels
reactome:Pathway54,GABA B receptor activation
reactome:Pathway1796,NTRK2 activates RAC1
reactome:Pathway2059,RND3 GTPase cycle
reactome:Pathway1537,The role of Nef in HIV-1 replication and disease pathogenesis
reactome:Pathway2513,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes"
reactome:Pathway2166,Crosslinking of collagen fibrils
reactome:Pathway1027,TGFBR2 Kinase Domain Mutants in Cancer
reactome:Pathway742,Packaging Of Telomere Ends
reactome:Pathway10,Dopamine Neurotransmitter Release Cycle
reactome:Pathway1113,semaxanib-resistant FLT3 mutants
reactome:Pathway1869,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
reactome:Pathway1829,PI3K events in ERBB2 signaling
reactome:Pathway143,Synthesis of 12-eicosatetraenoic acid derivatives
reactome:Pathway2484,Regulation of RUNX2 expression and activity
reactome:Pathway2690,Cleavage of the damaged pyrimidine
reactome:Pathway1886,Tachykinin receptors bind tachykinins
reactome:Pathway734,Telomere Maintenance
reactome:Pathway2630,Aggrephagy
reactome:Pathway2265,BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members
reactome:Pathway164,Beta-oxidation of pristanoyl-CoA
reactome:Pathway196,PIPs transport between early endosome and Golgi membranes
reactome:Pathway98,Hyaluronan biosynthesis and export
reactome:Pathway2243,Chylomicron clearance
reactome:Pathway1142,Diseases of cellular response to stress
reactome:Pathway747,Hemostasis
reactome:Pathway1390,Diseases associated with N-glycosylation of proteins
reactome:Pathway2210,Organic anion transport
reactome:Pathway394,Aryl hydrocarbon receptor signalling
reactome:Pathway325,Metabolism of cofactors
reactome:Pathway2109,Ceramide signalling
reactome:Pathway227,Wax and plasmalogen biosynthesis
reactome:Pathway1672,Defective visual phototransduction due to RDH5 loss of function
reactome:Pathway2030,Regulation of PTEN gene transcription
reactome:Pathway2132,Gap junction assembly
reactome:Pathway1473,InlA-mediated entry of Listeria monocytogenes into host cells
reactome:Pathway422,CD28 co-stimulation
reactome:Pathway399,Acetylation
reactome:Pathway240,Biosynthesis of aspirin-triggered D-series resolvins
reactome:Pathway2646,Sensory processing of sound by outer hair cells of the cochlea
reactome:Pathway2715,DNA Double-Strand Break Repair
reactome:Pathway2201,Proton-coupled monocarboxylate transport
reactome:Pathway156,Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA
reactome:Pathway710,Initiation of Nuclear Envelope (NE) Reformation
reactome:Pathway2050,RHOV GTPase cycle
reactome:Pathway743,Inhibition of DNA recombination at telomere
reactome:Pathway2099,p75 NTR receptor-mediated signalling
reactome:Pathway2576,HSF1 activation
reactome:Pathway462,ERK/MAPK targets
reactome:Pathway53,GABA receptor activation
reactome:Pathway810,Chaperonin-mediated protein folding
reactome:Pathway1515,Formation of HIV-1 elongation complex containing HIV-1 Tat
reactome:Pathway1959,Negative regulation of NOTCH4 signaling
reactome:Pathway174,Acyl chain remodelling of PE
reactome:Pathway1299,GSD 0
reactome:Pathway72,TWIK-related alkaline pH activated K+ channel (TALK)
reactome:Pathway2114,Signaling by Erythropoietin
reactome:Pathway1400,Defective ALG12 causes CDG-1g
reactome:Pathway2434,RNA Polymerase I Transcription Initiation
reactome:Pathway576,Interleukin-36 pathway
reactome:Pathway2455,Regulation of TP53 Expression and Degradation
reactome:Pathway269,Metabolism of nitric oxide: NOS3 activation and regulation
reactome:Pathway2266,"Activation, translocation and oligomerization of BAX"
reactome:Pathway733,Deposition of new CENPA-containing nucleosomes at the centromere
reactome:Pathway1892,Muscarinic acetylcholine receptors
reactome:Pathway2364,Formation of the ureteric bud
reactome:Pathway231,Synthesis of Ketone Bodies
reactome:Pathway2252,Caspase activation via extrinsic apoptotic signalling pathway
reactome:Pathway1367,Defective SLC34A2 causes PALM
reactome:Pathway2149,Scavenging by Class A Receptors
reactome:Pathway2708,Termination of translesion DNA synthesis
reactome:Pathway1873,Signaling by Activin
reactome:Pathway112,Formation of xylulose-5-phosphate
reactome:Pathway1846,Signaling by MET
reactome:Pathway2199,Inositol transporters
reactome:Pathway2430,Gene expression (Transcription)
reactome:Pathway1728,FGFRL1 modulation of FGFR1 signaling
reactome:Pathway1924,PKA-mediated phosphorylation of CREB
reactome:Pathway307,Vitamin B1 (thiamin) metabolism
reactome:Pathway92,Lactose synthesis
reactome:Pathway1594,SARS-CoV-1 activates/modulates innate immune responses
reactome:Pathway1030,TGFBR1 KD Mutants in Cancer
reactome:Pathway957,snRNP Assembly
reactome:Pathway1636,Leishmania phagocytosis
reactome:Pathway1156,Defective Intrinsic Pathway for Apoptosis
reactome:Pathway523,STING mediated induction of host immune responses
reactome:Pathway471,"TICAM1,TRAF6-dependent induction of TAK1 complex"
reactome:Pathway829,Synthesis of dolichyl-phosphate mannose
reactome:Pathway2270,Cytochrome c-mediated apoptotic response
reactome:Pathway998,Resistance of ERBB2 KD mutants to tesevatinib
reactome:Pathway2606,Response of EIF2AK4 (GCN2) to amino acid deficiency
reactome:Pathway2065,RHO GTPases activate CIT
reactome:Pathway2532,RNA Polymerase III Transcription Initiation
reactome:Pathway1406,Defective MAN1B1 causes MRT15
reactome:Pathway261,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
reactome:Pathway2414,Regulation of Homotypic Cell-Cell Adhesion
reactome:Pathway2696,Abasic sugar-phosphate removal via the single-nucleotide replacement pathway
reactome:Pathway725,APC-Cdc20 mediated degradation of Nek2A
reactome:Pathway2313,Specification of the neural plate border
reactome:Pathway2000,Extra-nuclear estrogen signaling
reactome:Pathway1109,tandutinib-resistant FLT3 mutants
reactome:Pathway773,Disinhibition of SNARE formation
reactome:Pathway1488,Tolerance of reactive oxygen produced by macrophages
reactome:Pathway1145,Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6
reactome:Pathway2345,Recycling pathway of L1
reactome:Pathway2495,RUNX3 regulates WNT signaling
reactome:Pathway110,Dermatan sulfate biosynthesis
reactome:Pathway2336,Regulation of expression of SLITs and ROBOs
reactome:Pathway1389,Defective B3GALT6 causes EDSP2 and SEMDJL1
reactome:Pathway1444,Diseases of branched-chain amino acid catabolism
reactome:Pathway218,Synthesis of bile acids and bile salts via 27-hydroxycholesterol
reactome:Pathway586,Regulation of signaling by CBL
reactome:Pathway674,Ubiquitin-dependent degradation of Cyclin D
reactome:Pathway1395,Defective ALG11 causes CDG-1p
reactome:Pathway1345,Defective CYP26C1 causes FFDD4
reactome:Pathway2278,Apoptotic cleavage of cellular proteins
reactome:Pathway464,CREB phosphorylation
reactome:Pathway1624,Respiratory syncytial virus (RSV) attachment and entry
reactome:Pathway1902,P2Y receptors
reactome:Pathway2208,Organic cation/anion/zwitterion transport
reactome:Pathway1386,Defective HEXA causes GM2G1
reactome:Pathway805,Mitochondrial translation
reactome:Pathway631,p53-Independent DNA Damage Response
reactome:Pathway481,Toll Like Receptor 4 (TLR4) Cascade
reactome:Pathway1705,Enhanced cleavage of VWF variant by ADAMTS13
reactome:Pathway979,Signaling by FGFR2 amplification mutants
reactome:Pathway211,Kandutsch-Russell pathway
reactome:Pathway1304,GSD XV
reactome:Pathway1205,Defective ABCC6 causes PXE
reactome:Pathway1910,Glucagon-type ligand receptors
reactome:Pathway644,Mitotic G1 phase and G1/S transition
reactome:Pathway1706,Enhanced binding of GP1BA variant to VWF multimer:collagen
reactome:Pathway1586,Maturation of spike protein
reactome:Pathway1954,Noncanonical activation of NOTCH3
reactome:Pathway1021,SMAD4 MH2 Domain Mutants in Cancer
reactome:Pathway1322,Defective MMACHC causes MAHCC
reactome:Pathway2498,RUNX3 regulates p14-ARF
reactome:Pathway1985,Release of Hh-Np from the secreting cell
reactome:Pathway1650,IRAK4 deficiency (TLR2/4)
reactome:Pathway2490,Transcriptional regulation by RUNX3
reactome:Pathway1072,Signaling by KIT in disease
reactome:Pathway1274,Defective SLC6A5 causes hyperekplexia 3 (HKPX3)
reactome:Pathway635,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex
reactome:Pathway444,MHC class II antigen presentation
reactome:Pathway499,Ficolins bind to repetitive carbohydrate structures on the target cell surface
reactome:Pathway577,Interleukin-37 signaling
reactome:Pathway2615,ATF6B (ATF6-beta) activates chaperones
reactome:Pathway679,Cyclin A/B1/B2 associated events during G2/M transition
reactome:Pathway119,Synthesis of IP3 and IP4 in the cytosol
reactome:Pathway1765,Negative regulation of FGFR4 signaling
reactome:Pathway1086,Signaling by PDGFR in disease
reactome:Pathway2379,MITF-M-regulated melanocyte development
reactome:Pathway308,Vitamin B2 (riboflavin) metabolism
reactome:Pathway2745,Drug-induced formation of DNA interstrand crosslinks
reactome:Pathway2382,Regulation of MITF-M-dependent genes involved in pigmentation
reactome:Pathway1175,Defective NTHL1 substrate binding
reactome:Pathway2128,Golgi Associated Vesicle Biogenesis
reactome:Pathway71,TWIK-releated acid-sensitive K+ channel (TASK)
reactome:Pathway2319,Axon guidance
reactome:Pathway2599,NFE2L2 regulates pentose phosphate pathway genes
reactome:Pathway995,Resistance of ERBB2 KD mutants to neratinib
reactome:Pathway831,Attachment of GPI anchor to uPAR
reactome:Pathway604,TNFR2 non-canonical NF-kB pathway
reactome:Pathway931,AUF1 (hnRNP D0) binds and destabilizes mRNA
reactome:Pathway1232,Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI)
reactome:Pathway2462,PI5P Regulates TP53 Acetylation
reactome:Pathway1981,Ca2+ pathway
reactome:Pathway1417,Defective LFNG causes SCDO3
reactome:Pathway677,G2 Phase
reactome:Pathway583,Interleukin-21 signaling
reactome:Pathway2072,RHO GTPases Activate NADPH Oxidases
reactome:Pathway508,The NLRP3 inflammasome
reactome:Pathway695,MASTL Facilitates Mitotic Progression
reactome:Pathway2371,AKT-mediated inactivation of FOXO1A
reactome:Pathway1425,Defective DOLK causes CDG-1m
reactome:Pathway1715,Signaling by Receptor Tyrosine Kinases
reactome:Pathway128,IPs transport between ER lumen and nucleus
reactome:Pathway935,HuR (ELAVL1) binds and stabilizes mRNA
reactome:Pathway651,G1/S Transition
reactome:Pathway2439,Notch-HLH transcription pathway
reactome:Pathway760,ADP signalling through P2Y purinoceptor 12
reactome:Pathway1006,Constitutive Signaling by AKT1 E17K in Cancer
reactome:Pathway2112,Axonal growth inhibition (RHOA activation)
reactome:Pathway2479,RUNX1 regulates transcription of genes involved in WNT signaling
reactome:Pathway2032,Competing endogenous RNAs (ceRNAs) regulate PTEN translation
reactome:Pathway1339,Defective CYP17A1 causes AH5
reactome:Pathway414,Immune System
reactome:Pathway1435,Nucleotide catabolism defects
reactome:Pathway459,activated TAK1 mediates p38 MAPK activation
reactome:Pathway2621,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells
reactome:Pathway293,Purine ribonucleoside monophosphate biosynthesis
reactome:Pathway352,Metabolism of ingested MeSeO2H into MeSeH
reactome:Pathway561,Regulation of IFNA/IFNB signaling
reactome:Pathway917,Transport of the SLBP Dependant Mature mRNA
reactome:Pathway504,Regulation of Complement cascade
reactome:Pathway1762,Phospholipase C-mediated cascade; FGFR4
reactome:Pathway1233,Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6)
reactome:Pathway1808,PI3K Cascade
reactome:Pathway2037,Signaling by Rho GTPases
reactome:Pathway1784,Retrograde neurotrophin signalling
reactome:Pathway1308,Essential fructosuria
reactome:Pathway1963,Beta-catenin phosphorylation cascade
reactome:Pathway930,Regulation of mRNA stability by proteins that bind AU-rich elements
reactome:Pathway1563,Viral RNP Complexes in the Host Cell Nucleus
reactome:Pathway548,Antimicrobial peptides
reactome:Pathway1896,Serotonin receptors
reactome:Pathway1197,"Defective ABCB4 causes PFIC3, ICP3 and GBD1"
reactome:Pathway2147,Binding and Uptake of Ligands by Scavenger Receptors
reactome:Pathway863,"SUMO is transferred from E1 to E2 (UBE2I, UBC9)"
reactome:Pathway556,Events associated with phagocytolytic activity of PMN cells
reactome:Pathway304,Metabolism of vitamins and cofactors
reactome:Pathway1899,Prostanoid ligand receptors
reactome:Pathway2103,NRIF signals cell death from the nucleus
